City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Theaftown,84,90,26,57,5,18,10,61,1,3
Spouville,9,81,59,78,17,36,30,73,1,2
Quie City,28,17,19,32,4,8,41,49,1,4
Tuquufville,93,89,68,78,28,50,6,92,0,2
Goghegpolis,86,40,0,18,15,22,52,89,1,3
Aghotown,9,87,31,47,27,47,42,89,0,0
Cunij City,98,46,32,38,26,46,41,86,0,3
Uquertown,15,37,36,56,11,15,44,88,1,1
Thainville,36,56,30,39,25,41,45,82,1,3
Fojadpolis,51,53,70,84,5,25,28,44,1,3
Thoiberg,38,93,31,48,25,29,48,94,1,0
Osmetown,40,64,39,67,13,22,28,80,0,1
Weephtown,17,57,64,73,16,41,49,59,0,0
Ighuntown,4,49,78,97,23,34,1,75,1,0
Uphitown,94,98,9,19,21,34,45,94,0,4
Shoukberg,75,60,66,96,29,48,53,74,0,3
Diectown,94,25,38,70,30,40,5,46,0,2
Pouktown,37,31,85,111,1,25,12,67,0,3
Ostetown,50,20,19,45,12,21,55,93,1,0
Ghieville,16,93,24,34,22,35,28,40,0,0
Ghoantown,64,60,0,7,7,26,44,63,1,4
Wea City,18,72,83,88,8,21,10,59,0,0
Lathville,78,76,29,55,4,10,36,92,1,2
Soighville,74,16,65,86,20,32,18,90,1,1
Quaiberg,59,62,48,57,15,22,25,32,1,3
Quughtown,60,0,43,57,26,44,5,79,1,0
Quuphtown,1,17,7,28,16,38,38,69,0,0
Liecittown,54,38,68,103,4,15,32,51,1,1
Phighville,79,12,5,37,23,43,37,42,1,0
Astaj City,11,34,15,20,29,39,39,64,0,2
Hestekberg,30,92,3,37,19,23,5,55,0,1
Moopuytown,27,31,4,9,14,22,52,62,0,1
Rudebtown,42,56,25,56,5,12,37,100,0,1
Quoghpolis,64,79,20,55,0,6,26,70,1,3
Louspberg,95,100,13,25,23,45,51,62,1,2
Ophuville,20,96,34,54,30,45,33,40,0,3
Shust City,42,99,23,44,4,29,18,100,1,1
Shismville,98,93,14,45,23,38,30,60,0,2
Quoatown,74,1,80,89,30,43,28,49,1,3
Phaittown,29,53,71,89,14,31,38,46,0,2
Ceac City,58,95,17,34,13,36,51,88,0,1
Phea City,92,92,30,36,21,33,6,24,0,0
Chiehberg,67,98,75,96,6,23,16,57,1,1
Joosm City,50,90,65,96,17,33,39,61,0,4
Uquopolis,28,40,35,37,28,36,42,88,1,0
Esmeberg,99,28,35,62,30,54,7,11,1,3
Smoib City,37,52,48,66,18,32,40,48,1,1
Steepolis,92,29,49,64,24,39,5,45,0,3
Chiepolis,51,21,16,33,0,13,3,22,1,1
Joapolis,77,58,1,16,26,31,44,73,0,4
Pugappolis,51,23,7,20,27,32,16,79,0,1
Eghekpolis,100,31,28,52,1,3,31,95,0,0
Poatown,16,87,55,77,28,44,20,23,1,0
Soisortown,70,82,68,88,25,44,49,87,1,0
Ghootown,64,56,47,81,15,38,13,67,1,4
Phou City,91,81,33,50,28,39,2,36,0,3
Hoiberg,30,82,63,92,30,36,26,53,1,3
Teay City,72,28,51,69,12,17,34,48,1,3
Toapolis,49,60,79,98,15,27,19,49,1,2
Uquafpolis,25,38,57,86,26,44,10,98,1,1
Miqupolis,15,76,26,48,4,6,1,87,0,2
Ushetown,0,19,55,59,14,30,32,78,1,3
Smeentown,44,53,71,80,3,25,34,100,0,0
Yustostown,76,76,75,82,5,20,4,27,1,2
Ochiville,57,65,30,60,4,25,21,53,1,4
Ashospolis,33,12,7,26,30,48,6,51,0,1
Moteyberg,95,46,82,102,25,45,16,36,0,0
Nachpolis,56,51,81,106,30,40,50,72,1,4
Choaberg,2,81,5,33,14,39,28,45,1,2
Hoogh City,45,24,33,49,30,38,21,64,0,0
Gheatpolis,100,13,81,90,30,34,3,98,0,3
Jaibintown,92,97,49,52,22,28,30,51,1,4
Yeghil City,9,37,69,95,10,17,54,88,1,3
Jishville,34,51,29,48,3,26,31,98,0,4
Cochberg,63,75,83,107,12,32,36,52,1,3
Duluppolis,74,5,25,53,0,17,33,73,0,3
Shaipolis,16,44,70,105,7,18,1,31,1,4
Roiktown,0,16,38,50,27,38,8,14,1,0
Leetown,49,11,45,66,22,40,16,74,1,3
Realudberg,88,3,30,36,29,53,47,62,1,1
Staigberg,78,73,59,72,26,38,31,35,0,4
Kuch City,81,52,44,76,18,23,9,67,0,4
Noupuntown,24,92,57,69,22,44,7,76,1,4
Phoiberg,15,22,41,59,22,38,18,55,0,2
Pouberg,25,72,39,48,24,30,16,100,1,2
Teamumville,81,53,56,72,24,28,18,32,0,2
Heajberg,80,70,26,28,30,42,23,25,0,0
Istopolis,65,20,42,71,30,45,29,68,1,3
Soushberg,50,12,75,97,1,25,5,76,1,0
Yeasppolis,38,7,22,41,12,33,43,46,0,0
Astoy City,13,88,22,40,17,39,39,70,1,4
Yiespberg,83,30,44,47,6,15,50,68,1,1
Chouville,20,83,13,46,23,33,27,85,1,3
Gespuhberg,34,13,52,82,0,13,42,96,1,2
Thoquville,100,72,39,51,8,12,32,67,0,3
Haifaf City,22,15,69,76,24,49,10,80,1,0
Smusptown,88,73,43,68,20,30,42,75,1,2
Eshotberg,82,40,65,69,3,16,8,53,0,4
Joaspville,6,13,54,60,23,32,24,89,1,3
Yuyifville,85,17,73,85,19,31,16,29,0,1
Neshipville,28,86,37,48,3,16,9,77,1,4
Moukoftown,27,23,28,35,1,11,43,62,1,0
Stequberg,2,78,81,114,4,6,18,73,1,2
Thoshpolis,59,40,1,23,21,28,29,92,1,1
Haidom City,70,47,58,91,15,30,31,37,1,4
Pachtown,0,85,49,53,16,19,54,93,1,3
Wesmtown,90,100,78,113,20,44,52,64,1,4
Riepolis,27,67,58,66,19,29,40,47,1,1
Bashefberg,42,82,27,56,3,25,21,50,0,0
Kiechpolis,50,41,49,75,9,27,37,90,1,0
Diph City,32,8,85,110,27,49,38,46,1,4
Cospberg,39,31,61,66,10,21,11,64,0,0
Aspiville,45,84,35,62,30,40,8,90,1,2
Phoacpolis,75,97,71,105,5,29,29,85,1,0
Astu City,56,66,76,90,28,53,46,74,1,1
Smoub City,95,75,64,73,16,29,51,84,0,3
Boiberg,51,57,17,48,30,47,47,67,0,2
Smoilberg,23,90,18,37,27,44,50,57,1,2
Giepolis,24,85,22,57,4,22,23,43,0,2
Quiepolis,91,84,39,71,0,21,28,40,1,4
Asmapolis,46,51,7,17,5,22,11,71,1,0
Ocha City,6,41,14,45,19,40,18,23,0,4
Youwun City,66,23,61,80,23,30,46,90,0,1
Yihowtown,29,92,83,93,5,16,27,68,1,1
Thasmberg,83,22,69,75,9,21,28,49,1,2
Estaberg,15,91,10,30,6,23,6,32,1,1
Ruchtown,20,96,60,89,19,31,16,28,0,0
Biekal City,31,76,29,54,12,25,50,76,0,4
Kilegpolis,47,87,28,50,29,49,46,94,0,4
Tostun City,16,9,53,86,25,34,49,73,0,1
Rachimville,16,49,21,51,14,26,22,73,0,2
Equaberg,62,94,29,45,13,26,53,62,0,4
Iphipolis,51,26,20,23,28,30,15,44,1,2
Nai City,9,36,5,29,3,6,51,98,1,3
Ghuqutown,81,21,16,45,4,19,21,43,0,0
Daimville,49,1,64,97,17,35,36,43,0,0
Pafejberg,54,95,49,84,0,13,53,75,0,1
Smiphberg,34,99,12,35,10,34,26,58,1,4
Keghtown,10,52,26,31,3,11,6,67,0,4
Best City,62,43,19,25,19,42,2,40,0,0
Dahonville,33,86,74,80,5,11,48,80,0,4
Quachtown,11,94,19,24,9,14,14,76,1,3
Ceashtown,11,42,46,57,0,19,33,77,0,1
Iquoville,7,17,38,51,25,48,6,90,0,1
Roighville,90,64,39,64,19,31,17,35,1,4
Spoaberg,26,8,62,70,26,44,30,70,1,0
Noayuk City,49,72,16,39,16,25,48,53,0,1
Phoaj City,95,2,46,58,14,36,25,72,1,4
Chaintown,82,47,22,33,4,18,7,79,0,3
Rairberg,86,66,53,79,18,36,13,46,0,3
Smeek City,57,2,8,19,25,43,47,55,0,4
Beepolis,52,68,60,91,6,11,47,80,1,1
Dathpolis,58,30,75,100,29,51,42,65,1,2
Yoaph City,90,70,36,46,1,7,0,91,0,4
Yough City,91,27,20,41,17,40,39,51,1,1
Ighi City,92,54,5,7,5,28,17,64,1,2
Poamville,55,9,36,60,6,29,51,77,0,1
Leeberg,19,97,5,18,2,11,19,77,0,0
Uspu City,23,31,83,102,25,33,26,89,1,0
Shochtown,33,22,24,44,13,21,8,60,1,1
Thoibberg,1,95,43,77,23,29,28,68,0,1
Dainohtown,97,92,81,98,5,9,21,84,1,4
Ustod City,70,69,20,49,2,4,43,50,1,3
Yeemaytown,75,48,40,62,6,12,25,82,1,3
Jilokberg,67,34,59,93,12,33,21,39,0,4
Spiehberg,94,72,31,52,1,4,11,84,0,2
Echospolis,19,32,78,82,12,29,51,70,1,3
Otheville,53,65,61,69,3,25,33,92,1,2
Piesh City,68,42,80,115,18,41,39,87,0,4
Lekigville,55,11,78,98,20,42,44,75,0,0
Heesefville,14,57,70,105,27,42,1,29,0,0
Gisp City,57,4,35,52,20,42,4,90,0,2
Seeberg,36,95,68,90,30,40,39,50,1,3
Shoirberg,82,47,20,37,14,38,6,31,1,2
Ephu City,84,29,84,96,14,33,33,50,1,1
Smust City,10,59,3,16,16,28,19,67,0,4
Waidville,17,3,59,81,29,52,7,31,0,4
Luregpolis,47,63,3,38,27,49,40,94,0,2
Dasmoh City,14,83,41,75,22,47,50,97,1,2
Heesttown,43,5,1,17,5,18,39,85,0,3
Jaquekville,3,48,5,32,18,34,41,45,0,0
Moopolis,68,1,57,79,3,17,26,72,0,2
Maiberg,52,83,63,97,22,30,35,64,1,4
Yafonville,48,98,42,58,21,42,37,61,1,1
Uphufberg,4,83,14,23,26,38,1,65,1,1
Tooville,81,38,5,38,29,41,36,92,1,2
Othestown,9,1,71,86,30,38,37,95,0,2
Poispville,89,59,28,36,6,18,45,58,0,0
Techefville,51,92,59,86,22,44,20,25,0,4
Goirisberg,62,37,29,33,0,4,32,50,0,1
Jieyberg,15,89,57,74,26,34,18,88,0,2
Ghoi City,57,14,74,102,26,50,15,93,0,3
Spuqutown,46,8,84,105,12,18,4,78,0,4
Meafberg,46,79,41,71,28,30,5,26,1,3
Faiville,29,95,54,56,25,32,42,49,1,3
Spoitown,88,67,74,91,0,9,36,74,1,2
Phouberg,9,74,71,90,15,25,20,33,1,3
Yukil City,37,62,53,70,6,23,30,61,1,4
Achafville,5,51,43,61,2,5,30,86,1,3
Rouberg,92,37,58,68,15,20,2,69,1,0
Custtown,18,85,56,81,6,23,14,40,1,0
Bushat City,50,89,58,80,24,41,50,52,1,2
Phooberg,88,88,14,30,29,38,6,13,0,0
Weshefpolis,53,41,39,50,2,21,16,30,1,4
Tie City,41,56,55,88,19,27,25,71,0,2
Joih City,94,26,52,79,23,36,14,64,1,4
Noyojtown,40,52,18,47,12,33,20,93,0,1
Shie City,67,83,39,61,30,55,25,98,0,2
Ighokberg,30,38,85,105,29,51,53,87,1,4
Seequ City,43,74,39,52,0,25,16,65,1,0
Tifempolis,41,81,28,54,2,24,27,42,0,1
Speekberg,90,5,7,29,30,41,26,55,0,4
Ruyaytown,12,23,80,101,19,44,7,94,0,4
Estacpolis,80,57,54,86,9,22,25,29,0,0
Quoubville,62,21,75,77,14,29,26,68,1,1
Jeeh City,35,73,15,35,3,8,40,47,1,2
Daphakpolis,1,69,40,56,12,23,33,97,0,2
Oquewpolis,87,30,66,82,21,45,3,85,0,1
Toost City,85,26,65,71,8,20,37,51,0,4
Rooshberg,72,65,33,37,6,29,1,56,0,0
Liespolis,26,93,27,34,29,41,37,57,0,0
Heelpolis,98,10,18,52,4,22,50,55,1,0
Staip City,43,41,33,36,22,41,51,76,0,4
Fietown,82,34,68,75,29,41,25,96,0,1
Muphontown,96,72,22,50,14,18,33,94,1,3
Beewville,15,73,4,34,20,40,0,5,1,0
Toawpolis,43,54,64,67,6,30,47,72,1,3
Chuthville,75,72,51,68,20,36,8,35,1,1
Muspespolis,23,46,26,44,8,23,29,63,1,1
Roikahpolis,0,18,55,58,10,24,8,10,0,3
Spichpolis,67,27,59,84,7,27,19,49,1,1
Thoaberg,25,39,1,21,4,6,38,64,0,4
Chou City,23,24,19,52,3,23,38,61,1,2
Koiville,87,76,25,34,0,10,55,73,1,3
Jachtown,86,19,55,75,16,31,7,88,0,2
Nachijberg,22,100,76,92,1,15,9,14,1,1
Cheetown,41,84,22,43,5,23,16,83,0,2
Shoultown,7,99,2,14,26,47,12,80,1,3
Roish City,57,77,38,64,22,43,3,17,0,1
Jucohberg,27,95,22,52,21,29,6,24,0,3
Takanberg,4,26,82,116,16,21,9,84,1,4
Wouf City,14,1,71,83,17,26,53,98,0,1
Reetus City,30,48,70,72,16,41,0,27,1,2
Speakberg,88,97,31,61,9,19,25,41,1,4
Fousm City,78,3,67,97,27,29,49,60,0,3
Smeec City,82,17,33,63,30,36,16,91,1,2
Spostpolis,86,17,54,67,19,23,11,26,1,2
Smechpolis,46,36,27,60,25,29,22,24,0,3
Nieshville,35,100,65,96,11,36,3,47,0,2
Wiechpolis,51,47,63,98,29,52,40,59,1,2
Sirejberg,57,98,69,104,22,35,2,89,0,0
Cashipberg,90,52,53,68,13,21,53,59,1,0
Buspville,79,66,48,65,24,49,40,70,1,3
Kooyville,60,76,66,86,27,33,41,91,0,1
Hiethberg,60,95,52,86,8,25,48,88,1,0
Cuthville,90,48,30,60,20,39,48,54,1,4
Fekoc City,19,98,65,67,7,9,42,88,0,0
Ospaberg,72,15,68,100,22,30,37,75,1,2
Dughtown,28,84,5,20,22,27,41,85,0,0
Hosm City,41,30,9,13,4,15,16,84,0,3
Jieberg,80,74,15,27,23,36,51,79,1,1
Shaik City,60,93,79,113,16,24,15,94,0,4
Waigville,15,82,76,96,0,15,38,65,0,0
Oque City,20,40,35,38,13,38,54,93,1,0
Quoapberg,96,1,77,79,10,23,2,86,1,0
Phuchpolis,17,82,69,104,19,37,2,37,1,3
Tajiwtown,77,10,30,54,8,29,52,59,1,1
Toishville,21,2,19,49,14,16,15,73,0,1
Choapolis,57,3,24,30,25,49,49,97,1,4
Keghuf City,81,98,51,76,28,33,38,43,1,0
Lujintown,98,81,11,31,24,26,37,65,0,0
Mastville,37,94,60,64,2,4,55,66,0,2
Yeajemville,30,35,38,50,0,25,30,46,1,1
Weecpolis,3,35,38,46,12,16,38,50,0,2
Ceegh City,88,99,38,67,20,26,1,88,0,4
Tusptown,34,68,3,36,1,5,20,34,1,4
Wea City,50,4,60,64,25,31,48,83,1,4
Heatown,15,77,8,11,19,32,23,66,1,1
Rieroh City,27,77,49,70,26,42,8,82,1,2
Ishu City,22,7,22,24,3,23,2,24,0,2
Thookville,15,50,34,42,4,14,52,86,1,2
Quaipolis,72,65,6,16,28,51,49,58,0,3
Coghville,79,88,3,17,0,24,7,60,1,2
Thoitown,7,70,41,71,13,31,2,66,0,1
Equipolis,40,90,68,77,21,25,22,84,0,1
Kigh City,27,3,70,80,28,50,40,99,0,1
Niqupolis,79,79,51,63,2,16,41,43,1,0
Howowtown,27,73,33,61,4,10,39,91,1,4
Shusmtown,4,0,56,84,0,21,3,5,0,0
Soamah City,49,49,52,75,24,34,22,70,0,2
Paquimpolis,2,93,56,69,4,21,55,76,1,4
Ghathtown,64,69,62,65,13,24,48,99,1,4
Yebuwberg,13,27,6,34,12,15,35,74,0,2
Roistberg,96,64,62,67,27,41,34,64,0,2
Koiwib City,84,91,15,49,8,20,3,79,0,0
Ochugpolis,97,10,72,92,11,31,42,49,0,0
Echutown,41,98,17,45,24,30,11,91,0,0
Miquville,87,48,84,98,5,30,25,49,0,3
Noyoytown,69,31,82,102,10,22,50,74,0,0
Aquemtown,62,39,48,54,12,28,45,96,1,0
Smiemberg,2,97,27,41,9,14,23,60,0,2
Gophville,62,100,74,102,8,30,24,30,0,1
Jaiph City,46,46,36,41,29,43,55,78,0,0
Yea City,22,40,70,104,7,30,7,36,1,2
Ghosmtown,0,77,55,81,30,54,52,92,0,0
Seawberg,31,74,41,54,22,46,28,73,0,1
Koupolis,70,53,68,71,17,28,34,43,1,1
Iphaj City,74,88,11,17,24,38,19,91,1,4
Beaville,39,67,82,114,4,26,38,84,0,1
Coachpolis,66,8,8,43,16,34,20,54,1,4
Louberg,12,92,29,32,5,19,52,79,0,0
Pekimberg,30,5,28,33,27,31,35,87,0,0
Ceetville,37,72,0,35,18,37,12,67,1,1
Spouktown,87,34,60,77,5,15,0,26,1,4
Wougtown,77,53,45,80,7,13,47,56,0,1
Raphefville,62,80,83,94,25,48,27,55,0,0
Moakiwville,22,100,15,49,28,45,11,100,0,2
Paisberg,44,21,16,34,19,37,40,68,1,1
Asti City,38,9,77,105,0,9,42,53,1,1
Yugujville,25,2,17,36,8,10,6,73,0,4
Cuphohville,77,55,53,85,1,3,13,62,1,4
Ghailville,73,19,69,83,7,20,25,42,0,3
Cee City,2,88,8,24,29,47,0,39,1,3
Koiberg,54,98,67,97,11,32,50,94,0,1
Dachberg,86,26,12,27,30,41,17,19,1,4
Wostberg,53,89,24,52,29,37,46,49,0,4
Ustuville,33,58,83,111,18,38,0,25,1,1
Ighiberg,76,82,70,82,20,38,45,98,1,2
Ceafecberg,31,72,25,44,12,37,43,90,1,2
Goawuptown,39,30,71,96,0,18,25,85,0,2
Cea City,86,30,48,73,13,17,40,79,0,0
Espepolis,30,60,48,65,30,47,53,72,0,2
Hooville,55,65,60,75,16,40,31,88,0,2
Hoachberg,9,39,24,40,27,49,14,29,0,3
Pochtown,95,49,7,10,6,22,29,95,0,0
Tighusberg,99,87,22,25,17,28,53,80,1,3
Rosmberg,89,72,46,48,24,40,27,52,1,2
Ceathtown,4,25,32,51,28,43,5,18,1,3
Baidville,91,96,28,41,1,22,8,23,0,4
Kieriypolis,85,66,46,63,19,25,47,62,0,3
Looberg,100,53,54,66,21,34,48,84,0,3
Iqueberg,60,53,70,86,16,30,35,70,1,1
Ghoupolis,83,39,51,64,26,34,38,80,0,3
Tooch City,29,16,33,40,21,33,13,72,1,2
Raisttown,97,92,21,54,13,30,3,16,1,0
Asmis City,89,92,15,45,8,29,6,72,1,4
Mighubberg,2,10,3,32,27,43,38,83,0,3
Rutogtown,38,88,15,42,8,29,7,45,1,4
Ashipolis,99,18,31,34,28,49,15,44,1,3
Fotumville,92,91,67,76,7,12,17,69,1,0
Loaberg,42,78,41,56,10,19,11,97,0,1
Spasmberg,62,50,73,108,6,21,52,55,1,4
Maismtown,7,56,9,27,21,27,6,79,1,3
Niechtown,40,84,2,21,29,53,38,67,1,3
Mochenberg,67,81,39,51,18,43,37,43,0,3
Gough City,41,91,14,16,6,16,46,93,1,1
Joib City,31,7,82,104,10,34,50,77,0,2
Usmistown,100,42,26,45,7,25,7,68,1,1
Joupis City,40,2,76,110,0,16,14,50,1,0
Ochaberg,53,99,73,91,27,45,47,56,0,2
Smoatown,12,26,30,59,29,45,31,40,1,3
Ishatown,43,74,22,57,9,16,35,74,0,1
Chushville,42,62,75,86,6,25,47,97,1,1
Spoir City,14,82,69,101,14,31,35,61,0,4
Nooville,16,45,44,62,23,43,35,41,0,1
Saghupberg,7,94,53,87,2,7,39,58,1,0
Lieghpolis,35,27,83,114,21,44,50,78,1,0
Ghuspville,51,2,30,46,20,44,40,43,0,4
Yiegumpolis,37,72,79,108,26,34,52,100,0,1
Stoiberg,32,89,4,38,20,22,37,73,0,0
Mousispolis,97,90,63,69,9,20,41,96,0,4
Catukpolis,4,59,81,106,5,30,54,58,1,4
Goitown,7,66,80,89,6,8,55,63,1,1
Ispe City,60,94,13,27,1,25,1,13,0,1
Joosmtown,32,31,3,20,10,23,21,48,1,1
Smoud City,27,33,82,94,29,49,5,48,1,3
Toaberg,28,24,37,50,27,47,43,84,1,0
Sithigpolis,45,36,36,40,12,24,17,79,0,2
Boawubtown,33,58,82,109,7,10,50,74,0,4
Jai City,43,38,74,109,2,8,54,64,1,0
Foothville,36,17,78,92,9,13,23,68,1,2
Manehpolis,42,35,74,93,8,15,24,63,0,0
Fou City,72,48,11,27,1,20,21,32,0,0
Cequberg,34,0,83,112,13,35,15,91,0,4
Wispetville,26,98,65,73,1,26,39,42,0,0
Mephot City,83,46,9,12,10,22,25,56,0,2
Quistville,63,41,51,81,13,25,49,78,0,1
Gephville,3,63,1,32,24,38,42,95,1,3
Poighville,35,54,24,55,4,22,31,91,0,2
Sheatown,33,21,85,109,3,17,5,84,0,2
Ichoville,40,24,20,52,16,20,44,93,1,0
Ishentown,88,44,55,81,10,28,29,61,1,1
Yoastberg,65,66,66,75,11,27,54,79,1,1
Kethebberg,7,31,3,19,19,39,33,100,0,1
Tosmville,60,59,44,76,9,15,53,97,1,0
Cafojville,99,57,66,73,22,26,24,52,1,0
Spusm City,80,17,67,101,29,46,41,57,0,4
Roiducpolis,10,13,23,53,17,23,28,45,1,1
Riesp City,12,31,74,105,11,28,7,33,1,0
Copep City,99,38,71,83,8,24,0,40,0,3
Loofohtown,18,26,65,97,13,24,16,66,1,1
Rumampolis,55,46,20,25,3,14,30,52,0,0
Soaqupolis,61,82,2,7,30,46,49,93,0,4
Uqueberg,16,47,61,86,9,26,48,90,1,4
Bealerberg,61,22,24,42,6,21,38,49,0,1
Queepolis,7,49,79,83,18,32,40,73,0,2
Oshoyberg,44,38,58,88,22,33,41,99,0,3
Osmaville,78,90,47,76,11,35,36,63,0,3
Tithap City,91,48,83,113,16,32,47,85,0,3
Koujuhville,73,97,29,32,11,23,1,15,1,2
Fuchalberg,1,99,36,42,1,23,16,83,0,0
Koapolis,9,52,10,26,19,39,27,36,0,1
Kophirpolis,83,41,43,53,23,33,29,49,1,1
Smoitown,27,91,44,74,24,48,38,72,0,4
Bophpolis,16,100,65,68,26,42,33,91,0,4
Ghiphville,10,49,14,16,20,42,20,91,1,2
Feepolis,70,24,14,37,6,11,49,87,1,4
Thiquberg,82,14,62,94,14,21,13,55,1,0
Staiville,55,3,40,74,12,24,3,62,1,3
Goohagberg,74,69,52,55,0,16,49,79,1,3
Duthadpolis,76,43,60,92,25,27,38,40,1,1
Mismpolis,72,76,39,67,28,30,35,42,0,1
Sasppolis,78,42,55,58,13,36,38,91,0,1
Bituyville,94,84,70,101,10,20,54,100,0,3
Quaiberg,31,61,11,41,0,24,4,14,0,3
Geghud City,15,10,56,91,14,39,52,60,0,1
Yaihberg,17,89,52,69,1,16,55,92,0,4
Chechpolis,79,51,9,17,1,16,9,45,1,4
Aphi City,65,19,68,72,12,23,55,77,1,3
Aspupolis,99,13,52,78,1,24,22,91,1,2
Deawewpolis,90,19,19,26,7,28,9,63,1,3
Dephaypolis,61,74,39,58,18,40,22,47,0,1
Reay City,67,38,36,64,3,8,17,85,0,3
Destofberg,60,7,12,23,30,35,42,100,1,1
Yeasmtown,97,4,65,95,29,51,9,75,0,1
Lietigtown,83,69,72,99,28,50,3,23,1,4
Coitown,51,25,10,23,1,23,18,52,0,1
Oshes City,16,69,59,79,3,24,54,57,0,2
Thiet City,20,87,80,115,20,43,30,41,1,0
Achuberg,66,46,5,9,16,29,28,64,0,4
Yospberg,6,58,82,85,21,32,21,53,0,3
Yistpolis,59,73,81,90,20,40,21,87,1,0
Othimtown,83,5,43,57,12,21,55,85,0,1
Baitown,21,72,36,39,23,31,27,80,1,2
Spoof City,84,26,33,54,25,29,20,81,0,1
Regibpolis,43,13,13,27,5,18,26,84,1,3
Spoo City,16,1,67,94,24,27,31,34,1,1
Stuspberg,35,98,15,19,26,49,52,100,0,0
Boifumville,87,55,79,94,7,27,48,74,0,1
Puchebtown,42,42,80,97,18,34,6,94,0,3
Theepolis,62,100,49,79,24,45,19,98,1,0
Toawville,2,98,53,75,2,16,16,89,1,3
Quothpolis,43,37,44,77,6,11,37,62,0,0
Paghaypolis,54,43,10,31,7,11,34,69,0,4
Spaid City,14,30,78,111,17,19,3,85,1,1
Ghieville,99,66,23,43,2,19,6,62,1,0
Quountown,87,83,40,65,20,43,34,100,0,3
Yeejville,99,14,79,96,29,49,7,91,0,2
Smoidpolis,53,28,28,58,9,33,1,56,1,1
Wathagtown,16,96,12,37,25,46,40,78,1,2
Loughtown,58,80,60,91,4,20,41,70,1,4
Achedtown,16,4,80,94,21,37,30,49,1,1
Eghuh City,73,86,61,92,10,12,16,70,1,2
Osmapolis,46,39,12,37,22,40,31,87,1,2
Lead City,72,96,62,70,30,54,13,27,0,3
Thaihville,84,62,65,100,12,14,2,49,1,1
Spoitville,32,98,54,73,25,45,21,69,1,4
Sushustown,40,59,29,61,5,16,36,45,1,3
Phesptown,16,93,41,43,17,40,11,32,1,2
Foa City,98,98,71,104,4,9,40,61,0,1
Shestberg,83,69,74,96,19,41,32,93,0,1
Bugherville,14,21,24,47,5,30,33,82,1,4
Stouberg,70,65,53,76,16,33,45,60,0,3
Shoshtown,38,22,11,43,18,30,43,86,0,4
Tughpolis,24,73,1,14,21,37,55,95,0,2
Hiphtown,62,19,67,98,29,38,50,71,1,0
Coushville,16,90,22,25,29,33,39,63,1,1
Kujay City,69,55,2,9,11,36,5,73,1,1
Jethom City,69,22,3,23,3,25,55,82,0,1
Dejijville,14,57,2,17,4,19,35,84,1,1
Quoiville,44,69,42,47,14,27,49,94,0,0
Joibberg,96,29,12,36,12,15,46,98,1,1
Ighukberg,26,59,1,17,30,53,43,96,0,3
Boumugberg,97,88,1,8,22,27,13,40,1,4
Coith City,66,25,3,16,6,10,6,52,0,0
Spagh City,14,87,11,14,28,53,34,37,0,4
Toghberg,4,68,56,66,29,37,41,74,0,1
Phoumtown,9,78,2,21,29,52,35,42,1,3
Thaitown,67,16,52,55,25,41,55,84,1,4
Noa City,35,73,47,76,24,40,37,49,1,0
Quesmpolis,66,51,49,74,10,12,23,67,1,3
Bocuktown,62,49,72,87,6,17,32,80,1,4
Soih City,32,95,43,59,12,26,30,97,1,1
Ghaiville,50,54,1,11,20,40,5,95,1,1
Lest City,64,8,4,9,17,34,43,66,1,0
Giestville,62,65,21,50,12,33,21,28,0,2
Choomberg,90,55,14,47,2,4,12,27,0,1
Lephekpolis,32,48,67,101,7,17,51,77,1,3
Ichehville,28,90,37,51,7,21,14,45,1,2
Istupolis,48,3,79,103,25,43,0,98,0,4
Smaipolis,12,58,14,29,13,18,45,99,0,4
Thuqu City,59,25,55,66,27,43,5,66,1,4
Sheetberg,68,28,84,115,22,38,48,61,1,3
Foajeypolis,50,99,3,16,15,17,25,32,1,1
Shoikville,84,57,62,95,19,41,41,65,1,1
Smoohberg,55,74,20,51,25,37,43,57,0,1
Boosp City,89,75,2,19,6,24,7,28,1,4
Rokuy City,69,36,39,62,25,31,28,48,1,1
Smoohberg,49,15,51,54,0,7,52,100,1,4
Tocuk City,76,69,54,68,30,36,26,47,0,2
Ustosberg,95,43,59,67,17,19,18,67,0,3
Lounit City,9,83,37,58,30,53,32,52,1,4
Peshville,52,42,67,74,7,21,9,59,1,3
Phachville,75,6,21,38,5,20,45,48,1,1
Loakiytown,93,14,42,69,9,13,1,79,1,3
Spaipolis,29,50,33,58,20,27,4,51,1,2
Ishartown,49,6,21,34,6,15,33,99,1,1
Boijtown,17,9,39,43,13,18,40,57,0,3
Uquetown,43,79,84,115,17,25,27,74,1,1
Toiyipberg,37,54,58,86,17,38,30,56,0,4
Kaiwehpolis,17,59,50,80,18,42,2,47,1,4
Lusmefberg,98,91,70,80,10,34,17,23,1,0
Meeville,51,27,40,44,20,27,15,57,0,0
Heegtown,53,77,81,104,24,30,24,84,1,3
Jufokberg,32,7,23,39,22,44,7,88,0,0
Smoidville,67,50,24,26,14,37,3,97,0,1
Haigtown,16,38,15,24,14,20,9,88,0,3
Nesmuppolis,62,60,27,53,6,17,23,81,1,0
Ghoubville,67,84,24,29,5,29,18,77,0,4
